"corp_name","ticker","corp_code","agency","long_term_rating","long_term_outlook","long_term_date","short_term_rating","short_term_outlook","short_term_date","source_url"
"고려아연(주)","","","한국신용평가","AA","안정적","2026.05.14","A1","","2026.05.14","https://www.kisrating.com/"
"고양도시관리공사","","","NICE신용평가","AA","안정적","2026.03.18","","","","https://www.nicerating.com/"
"고양도시관리공사","","","한국신용평가","AA","안정적","2026.04.15","","","","https://www.kisrating.com/"
"공무원연금공단","","","NICE신용평가","","","","A1","","2026.06.24","https://www.nicerating.com/"
"공무원연금공단","","","한국신용평가","","","","A1","","2026.06.24","https://www.kisrating.com/"
"과천도시공사","","","NICE신용평가","AA","안정적","2026.04.06","","","","https://www.nicerating.com/"
"과천도시공사","","","한국신용평가","AA","안정적","2026.04.06","","","","https://www.kisrating.com/"
"광명산업(주)","","","한국신용평가","BB","안정적","2026.04.30","","","","https://www.kisrating.com/"
"광주광역시도시공사","","","NICE신용평가","AA+","안정적","2026.06.29","","","","https://www.nicerating.com/"
"광주광역시도시공사","","","한국신용평가","AA+","안정적","2026.04.08","","","","https://www.kisrating.com/"
"광주은행","","","NICE신용평가","AA+","안정적","2026.06.30","","","","https://www.nicerating.com/"
"교보생명보험","","","NICE신용평가","AAA","안정적","2026.05.08","","","","https://www.nicerating.com/"
"교보자산신탁","","","NICE신용평가","BBB+","","","","","","https://www.nicerating.com/"
"교보증권","","","NICE신용평가","AA-","안정적","2026.03.13","","","","https://www.nicerating.com/"
"교보증권(주)","","","한국신용평가","AA-","안정적","2026.06.15","A1","","2026.06.15","https://www.kisrating.com/"
"교통은행서울지점","","","한국신용평가","AAA","안정적","2026.05.14","","","","https://www.kisrating.com/"
"국가철도공단","","","NICE신용평가","AAA","안정적","2026.06.01","","","","https://www.nicerating.com/"
"국가철도공단","","","한국신용평가","AAA","안정적","2026.03.30","","","","https://www.kisrating.com/"
"국도화학","","","NICE신용평가","A+","안정적","2026.06.24","","","","https://www.nicerating.com/"
"국도화학(주)","","","한국신용평가","A+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"국립암센터","","","NICE신용평가","","","","A1보증","","2026.06.24","https://www.nicerating.com/"
"국립암센터","","","한국신용평가","","","","A1","","2026.06.23","https://www.kisrating.com/"
"국민은행","","","NICE신용평가","AAA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"국민행복기금","","","NICE신용평가","AA-","","","","","","https://www.nicerating.com/"
"군인공제회","","","NICE신용평가","","","","A1","","2026.06.30","https://www.nicerating.com/"
"군인공제회","","","한국신용평가","","","","A1","","2026.06.29","https://www.kisrating.com/"
"금호석유화학","","","NICE신용평가","A+","안정적","2026.06.17","","","","https://www.nicerating.com/"
"금호석유화학(주)","","","한국신용평가","A+","안정적","2026.06.23","","","","https://www.kisrating.com/"
"금호타이어","","","NICE신용평가","A+","안정적","2026.04.03","","","","https://www.nicerating.com/"
"금호타이어(주)","","","한국신용평가","A","긍정적","2026.04.03","","","","https://www.kisrating.com/"
"금호피앤비화학","","","NICE신용평가","A","","","","","","https://www.nicerating.com/"
"금호피앤비화학(주)","","","한국신용평가","A","안정적","2026.06.26","","","","https://www.kisrating.com/"
"기아","","","NICE신용평가","AAA","안정적","2026.06.10","","","","https://www.nicerating.com/"
"기아(주)","","","한국신용평가","AAA","안정적","2026.06.18","","","","https://www.kisrating.com/"
"김해시도시개발공사","","","NICE신용평가","AA","안정적","2026.04.10","","","","https://www.nicerating.com/"
"김해시도시개발공사","","","한국신용평가","AA","안정적","2026.06.08","","","","https://www.kisrating.com/"
"나래에너지서비스","","","NICE신용평가","AA-","안정적","2026.06.17","A1","","2026.06.17","https://www.nicerating.com/"
"나래에너지서비스(주)","","","한국신용평가","AA-","안정적","2026.06.04","A1","","2026.06.04","https://www.kisrating.com/"
"내포그린에너지(주)","","","한국신용평가","A-","안정적","2026.04.24","","","","https://www.kisrating.com/"
"네이버","","","NICE신용평가","AA+","안정적","2026.06.26","","","","https://www.nicerating.com/"
"넥센타이어","","","NICE신용평가","A","안정적","2026.05.13","A2","","2026.05.13","https://www.nicerating.com/"
"넥센타이어(주)","","","한국신용평가","A","안정적","2026.05.15","A2","","2026.05.15","https://www.kisrating.com/"
"넷마블","","","NICE신용평가","A+","안정적","2026.06.15","A2+","","2026.06.15","https://www.nicerating.com/"
"노무라금융투자","","","NICE신용평가","","","","A1","","2026.03.31","https://www.nicerating.com/"
"노무라금융투자(주)","","","한국신용평가","AA-","안정적","2025.08.29","A1","","2026.03.27","https://www.kisrating.com/"
"녹십자홀딩스","","","NICE신용평가","A+","안정적","2026.06.25","","","","https://www.nicerating.com/"
"농심태경","","","NICE신용평가","","","","A1","","2026.06.29","https://www.nicerating.com/"
"농심태경(주)","","","한국신용평가","","","","A1","","2026.06.22","https://www.kisrating.com/"
"농심홀딩스","","","NICE신용평가","AA","안정적","2026.06.18","","","","https://www.nicerating.com/"
"농업협동조합중앙회","","","NICE신용평가","AAA","안정적","2026.05.20","","","","https://www.nicerating.com/"
"농업협동조합중앙회","","","한국신용평가","AAA","안정적","2026.06.12","","","","https://www.kisrating.com/"
"농협금융지주","","","NICE신용평가","AAA","안정적","2026.06.23","","","","https://www.nicerating.com/"
"농협금융지주(주)","","","한국신용평가","AAA","안정적","2026.06.23","","","","https://www.kisrating.com/"
"농협생명보험","","","NICE신용평가","AA+","안정적","2026.06.29","","","","https://www.nicerating.com/"
"농협손해보험","","","NICE신용평가","AA-","안정적","2026.06.16","","","","https://www.nicerating.com/"
"농협은행","","","NICE신용평가","AAA","안정적","2026.04.15","","","","https://www.nicerating.com/"
"농협은행(주)","","","한국신용평가","AAA","안정적","2026.04.10","","","","https://www.kisrating.com/"
"다올투자증권","","","NICE신용평가","","","","A2-","","2026.06.25","https://www.nicerating.com/"
"다올투자증권(주)","","","한국신용평가","","","","A2-","","2026.06.30","https://www.kisrating.com/"
"다우기술","","","NICE신용평가","A","안정적","2026.06.23","","","","https://www.nicerating.com/"
"대구교통공사","","","NICE신용평가","AA+","안정적","2026.06.29","","","","https://www.nicerating.com/"
"대구교통공사","","","한국신용평가","AA+","안정적","2026.06.29","","","","https://www.kisrating.com/"
"대구도시개발공사","","","NICE신용평가","AA+","안정적","2026.03.16","A1","","2026.03.16","https://www.nicerating.com/"
"대구도시개발공사","","","한국신용평가","AA+","안정적","2026.03.16","","","","https://www.kisrating.com/"
"대구염색산업단지관리공단","","","한국신용평가","","","","A1","","2026.05.13","https://www.kisrating.com/"
"대상","","","NICE신용평가","AA-","안정적","2026.06.26","","","","https://www.nicerating.com/"
"대상(주)","","","한국신용평가","AA-","안정적","2026.06.22","","","","https://www.kisrating.com/"
"대상홀딩스","","","NICE신용평가","AA-","안정적","2026.06.26","A1","","2026.04.27","https://www.nicerating.com/"
"대상홀딩스(주)","","","한국신용평가","AA-","안정적","2026.06.22","A1","","2026.04.28","https://www.kisrating.com/"
"대성에너지","","","NICE신용평가","A+","안정적","2026.06.18","","","","https://www.nicerating.com/"
"대성홀딩스","","","NICE신용평가","A+","안정적","2026.06.18","","","","https://www.nicerating.com/"
"대신에프앤아이","","","NICE신용평가","A+","안정적","2026.04.08","A2+","","2026.04.08","https://www.nicerating.com/"
"대신에프앤아이(주)","","","한국신용평가","A+","안정적","2026.04.01","A2+","","2026.04.01","https://www.kisrating.com/"
"대신자산신탁","","","NICE신용평가","BBB+","안정적","2026.06.29","","","","https://www.nicerating.com/"
"대신자산신탁(주)","","","한국신용평가","BBB+","안정적","2026.06.25","","","","https://www.kisrating.com/"
"대신증권","","","NICE신용평가","AA-","안정적","2026.07.08","A1","","2026.06.15","https://www.nicerating.com/"
"대신증권(주)","","","한국신용평가","AA-","안정적","2026.06.12","A1","","2026.06.12","https://www.kisrating.com/"
"대원강업","","","NICE신용평가","","","","A2","","2026.06.25","https://www.nicerating.com/"
"대전도시공사","","","NICE신용평가","AA+","안정적","2026.06.30","","","","https://www.nicerating.com/"
"대전도시공사","","","한국신용평가","AA+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"대전신세계","","","NICE신용평가","","","","A1","","2026.04.09","https://www.nicerating.com/"
"대한방직","","","NICE신용평가","BB","안정적","2026.05.14","","","","https://www.nicerating.com/"
"대한석탄공사","","","NICE신용평가","","","","A1","","2026.06.29","https://www.nicerating.com/"
"대한전선","","","NICE신용평가","A","안정적","2026.06.26","","","","https://www.nicerating.com/"
"대한전선(주)","","","한국신용평가","A","안정적","2026.06.25","","","","https://www.kisrating.com/"
"대한제당","","","NICE신용평가","A-","안정적","2026.06.25","","","","https://www.nicerating.com/"
"대한제분","","","NICE신용평가","","","","A2+","","2026.06.12","https://www.nicerating.com/"
"대한지방행정공제회","","","NICE신용평가","","","","A1","","2026.06.26","https://www.nicerating.com/"
"대한토지신탁","","","NICE신용평가","BBB+","안정적","2026.06.18","","","","https://www.nicerating.com/"
"대한항공","","","NICE신용평가","A","긍정적","2026.05.27","","","","https://www.nicerating.com/"
"대한해운","","","NICE신용평가","BBB+","","","","","","https://www.nicerating.com/"
"대한해운(주)","","","한국신용평가","BBB+","안정적","2026.07.02","","","","https://www.kisrating.com/"
"대화은행서울지점","","","NICE신용평가","AAA","","","","","","https://www.nicerating.com/"
"동두천드림파워(주)","","","한국신용평가","A","안정적","2026.06.26","","","","https://www.kisrating.com/"
"동아쏘시오홀딩스","","","NICE신용평가","A","안정적","2026.06.25","","","","https://www.nicerating.com/"
"동아쏘시오홀딩스(주)","","","한국신용평가","A","안정적","2026.06.29","","","","https://www.kisrating.com/"
"동아에스티","","","NICE신용평가","A+","안정적","2026.06.25","","","","https://www.nicerating.com/"
"동아에스티(주)","","","한국신용평가","A+","부정적","2026.06.30","","","","https://www.kisrating.com/"
"동아지질","","","NICE신용평가","","","","A1보증","","2026.06.16","https://www.nicerating.com/"
"동양생명보험","","","NICE신용평가","AA+","안정적","2026.06.12","","","","https://www.nicerating.com/"
"동원금속","","","NICE신용평가","BB","","","","","","https://www.nicerating.com/"
"동원금속(주)","","","한국신용평가","BB-","안정적","2025.08.21","","","","https://www.kisrating.com/"
"동원산업","","","NICE신용평가","AA-","안정적","2026.06.30","A1","","2026.06.30","https://www.nicerating.com/"
"동원산업(주)","","","한국신용평가","AA-","안정적","2026.06.29","A1","","2026.06.29","https://www.kisrating.com/"
"동원시스템즈","","","NICE신용평가","A+","안정적","2026.06.23","","","","https://www.nicerating.com/"
"동원시스템즈(주)","","","한국신용평가","A+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"동원에프앤비","","","NICE신용평가","A+","긍정적","2026.06.23","","","","https://www.nicerating.com/"
"동일산업(주)","","","한국신용평가","BBB-","안정적","2026.06.22","","","","https://www.kisrating.com/"
"동화기업","","","NICE신용평가","BBB+","안정적","2026.05.19","A3+","","2026.05.19","https://www.nicerating.com/"
"동화기업(주)","","","한국신용평가","BBB+","안정적","2026.05.19","A3+","","2026.05.19","https://www.kisrating.com/"
"두산","","","NICE신용평가","BBB+","긍정적","2026.06.29","","","","https://www.nicerating.com/"
"두산건설(주)","","","한국신용평가","","","","B+","","2026.06.09","https://www.kisrating.com/"
"두산에너빌리티(주)","","","한국신용평가","A-","안정적","2026.06.24","A2-","","2026.06.24","https://www.kisrating.com/"
"두산퓨얼셀","","","NICE신용평가","BBB","부정적","2026.06.29","","","","https://www.nicerating.com/"
"두산퓨얼셀(주)","","","한국신용평가","BBB","부정적","2026.06.26","","","","https://www.kisrating.com/"
"디비생명보험","","","NICE신용평가","AA","안정적","2026.06.24","","","","https://www.nicerating.com/"
"디앤디플랫폼위탁관리부동산투자회사","","","NICE신용평가","A-","","","","","","https://www.nicerating.com/"
"디에스투자증권(주)","","","한국신용평가","A-","안정적","2026.03.30","A2-","","2026.04.01","https://www.kisrating.com/"
"디엘","","","NICE신용평가","AA-","","","","","","https://www.nicerating.com/"
"디엘(주)","","","한국신용평가","AA-","안정적","2025.12.29","","","","https://www.kisrating.com/"
"디엘건설(주)","","","한국신용평가","","","","A2-","","2026.06.29","https://www.kisrating.com/"
"디엘에너지","","","NICE신용평가","A+","안정적","2026.06.11","","","","https://www.nicerating.com/"
"디엘에너지(주)","","","한국신용평가","A+","안정적","2026.06.12","","","","https://www.kisrating.com/"
"디엘이앤씨","","","NICE신용평가","","","","A1","","2026.06.30","https://www.nicerating.com/"
"디엘이앤씨(주)","","","한국신용평가","AA-","안정적","2026.06.24","","","","https://www.kisrating.com/"
"디케이씨","","","NICE신용평가","","","","A1보증","","2026.06.01","https://www.nicerating.com/"
"롯데건설","","","NICE신용평가","A","안정적","2026.06.26","A2","","2026.06.26","https://www.nicerating.com/"
"롯데건설(주)","","","한국신용평가","A","안정적","2026.06.30","","","","https://www.kisrating.com/"
"롯데글로벌로지스(주)","","","한국신용평가","A","안정적","2026.06.29","","","","https://www.kisrating.com/"
"롯데렌탈","","","NICE신용평가","A+","안정적","2026.06.30","A2+","","2026.06.30","https://www.nicerating.com/"
"롯데렌탈(주)","","","한국신용평가","A+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"롯데물산","","","NICE신용평가","A+","안정적","2026.06.25","A2+","","2026.06.25","https://www.nicerating.com/"
"롯데물산(주)","","","한국신용평가","AA-","부정적","2026.06.26","A1","","2026.06.26","https://www.kisrating.com/"
"롯데상사","","","NICE신용평가","","","","A1보증","","2026.06.23","https://www.nicerating.com/"
"롯데상사(주)","","","한국신용평가","","","","A1","","2026.06.29","https://www.kisrating.com/"
"롯데손해보험","","","NICE신용평가","A-","부정적","2026.05.29","","","","https://www.nicerating.com/"
"롯데쇼핑","","","NICE신용평가","AA-","안정적","2026.05.26","A1","","2026.05.26","https://www.nicerating.com/"
"롯데쇼핑(주)","","","한국신용평가","AA-","안정적","2026.05.27","A1","","2026.05.27","https://www.kisrating.com/"
"롯데알미늄","","","NICE신용평가","","","","A2-","","2026.06.30","https://www.nicerating.com/"
"롯데알미늄(주)","","","한국신용평가","","","","A2-","","2026.06.29","https://www.kisrating.com/"
"롯데오토리스","","","NICE신용평가","","","","A2","","2026.06.30","https://www.nicerating.com/"
"롯데오토리스(주)","","","한국신용평가","","","","A2","","2026.06.26","https://www.kisrating.com/"
"롯데웰푸드","","","NICE신용평가","AA","안정적","2026.06.23","","","","https://www.nicerating.com/"
"롯데웰푸드(주)","","","한국신용평가","AA","안정적","2026.06.26","A1","","2026.06.26","https://www.kisrating.com/"
"롯데위탁관리부동산투자회사","","","NICE신용평가","","","","A2+","","2026.06.29","https://www.nicerating.com/"
"롯데위탁관리부동산투자회사(주)","","","한국신용평가","","","","A2+","","2026.06.26","https://www.kisrating.com/"
"롯데지알에스(주)","","","한국신용평가","A","안정적","2026.06.12","A2","","2026.06.12","https://www.kisrating.com/"
"롯데지주","","","NICE신용평가","A+","안정적","2026.06.26","A2+","","2026.06.26","https://www.nicerating.com/"
"롯데지주(주)","","","한국신용평가","A+","안정적","2026.06.26","A2+","","2026.06.26","https://www.kisrating.com/"
"롯데칠성음료","","","NICE신용평가","AA","안정적","2026.06.24","","","","https://www.nicerating.com/"
"롯데칠성음료(주)","","","한국신용평가","AA","안정적","2026.04.10","A1","","2026.06.25","https://www.kisrating.com/"
"롯데카드","","","NICE신용평가","AA-","안정적","2026.06.30","A1","","2026.05.29","https://www.nicerating.com/"
"롯데카드(주)","","","한국신용평가","AA-","안정적","2026.06.30","A1","","2026.05.29","https://www.kisrating.com/"
"롯데캐피탈","","","NICE신용평가","A+","안정적","2026.06.25","A2+","","2026.05.26","https://www.nicerating.com/"
"롯데캐피탈(주)","","","한국신용평가","A+","안정적","2026.06.26","A2+","","2026.06.26","https://www.kisrating.com/"
"롯데케미칼","","","NICE신용평가","AA-","부정적","2026.06.12","A1","","2026.07.07","https://www.nicerating.com/"
"롯데케미칼(주)","","","한국신용평가","AA-","부정적","2026.06.23","A1","","2026.07.08","https://www.kisrating.com/"
"롯데하이마트","","","NICE신용평가","A+","안정적","2026.04.15","","","","https://www.nicerating.com/"
"롯데하이마트(주)","","","한국신용평가","A+","안정적","2026.06.08","A2+","","2026.06.08","https://www.kisrating.com/"
"리뉴어스(주)","","","한국신용평가","BBB","안정적","2026.05.21","","","","https://www.kisrating.com/"
"리딩투자증권","","","NICE신용평가","BBB+","","","A3+","","2026.03.30","https://www.nicerating.com/"
"리딩투자증권(주)","","","한국신용평가","BBB+","긍정적","2026.04.01","A3+","","2026.03.30","https://www.kisrating.com/"
"매일유업","","","NICE신용평가","AA-","안정적","2026.05.08","","","","https://www.nicerating.com/"
"매일유업(주)","","","한국신용평가","AA-","안정적","2026.05.14","","","","https://www.kisrating.com/"
"맥쿼리한국인프라투융자회사","","","NICE신용평가","AA","안정적","2026.06.11","A1","","2026.06.25","https://www.nicerating.com/"
"맥쿼리한국인프라투융자회사","","","한국신용평가","AA","안정적","2026.06.12","A1","","2026.06.23","https://www.kisrating.com/"
"메르세데스벤츠파이낸셜서비스코리아","","","NICE신용평가","A+","안정적","2026.06.18","","","","https://www.nicerating.com/"
"메르세데스벤츠파이낸셜서비스코리아(주)","","","한국신용평가","A+","안정적","2026.05.13","","","","https://www.kisrating.com/"
"메리츠금융지주","","","NICE신용평가","AA","안정적","2026.06.26","A1","","2026.06.26","https://www.nicerating.com/"
"메리츠증권","","","NICE신용평가","AA","안정적","2026.07.07","A1","","2026.06.23","https://www.nicerating.com/"
"메리츠증권(주)","","","한국신용평가","AA","안정적","2026.06.09","A1","","2026.06.22","https://www.kisrating.com/"
"메리츠캐피탈","","","NICE신용평가","A+","안정적","2026.06.16","A1보증","","2026.06.29","https://www.nicerating.com/"
"메리츠캐피탈(주)","","","한국신용평가","A+","안정적","2026.06.16","A2+","","2026.06.16","https://www.kisrating.com/"
"메리츠화재해상보험","","","NICE신용평가","AA+","안정적","2026.06.26","","","","https://www.nicerating.com/"
"무림캐피탈","","","NICE신용평가","","","","A3","","2026.06.23","https://www.nicerating.com/"
"무림캐피탈(주)","","","한국신용평가","","","","A3","","2026.06.26","https://www.kisrating.com/"
"무림페이퍼","","","NICE신용평가","A-","부정적","2026.04.02","","","","https://www.nicerating.com/"
"미래에셋생명보험","","","NICE신용평가","AA","안정적","2026.06.23","","","","https://www.nicerating.com/"
"미래에셋자산운용","","","NICE신용평가","AA","안정적","2026.06.19","","","","https://www.nicerating.com/"
"미래에셋자산운용(주)","","","한국신용평가","AA","안정적","2026.06.12","","","","https://www.kisrating.com/"
"미래에셋증권","","","NICE신용평가","AA","안정적","2026.06.01","A1","","2026.06.29","https://www.nicerating.com/"
"미래에셋증권(주)","","","한국신용평가","AA","안정적","2026.05.20","A1","","2026.06.29","https://www.kisrating.com/"
"미래에셋캐피탈","","","NICE신용평가","AA-","안정적","2026.07.09","","","","https://www.nicerating.com/"
"미래에셋캐피탈(주)","","","한국신용평가","AA-","안정적","2026.07.08","A1","","2026.06.11","https://www.kisrating.com/"
"미래에셋컨설팅","","","NICE신용평가","","","","A2+","","2026.06.22","https://www.nicerating.com/"
"보령엘엔지터미널","","","NICE신용평가","AA","안정적","2026.03.26","","","","https://www.nicerating.com/"
"보령엘엔지터미널(주)","","","한국신용평가","AA","안정적","2026.03.26","","","","https://www.kisrating.com/"
"부국증권","","","NICE신용평가","","","","A2+","","2026.06.25","https://www.nicerating.com/"
"부국증권(주)","","","한국신용평가","","","","A2+","","2026.06.29","https://www.kisrating.com/"
"부산교통공사","","","NICE신용평가","AAA","안정적","2026.06.16","","","","https://www.nicerating.com/"
"부산교통공사","","","한국신용평가","AA+","안정적","2026.06.16","A1","","2026.06.15","https://www.kisrating.com/"
"부산도시공사","","","NICE신용평가","AA+","안정적","2026.06.16","","","","https://www.nicerating.com/"
"부산도시공사","","","한국신용평가","AA+","안정적","2026.06.30","","","","https://www.kisrating.com/"
"부산롯데호텔","","","NICE신용평가","","","","A2+","","2026.06.29","https://www.nicerating.com/"
"부산은행","","","NICE신용평가","AAA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"부산항만공사","","","NICE신용평가","AAA","안정적","2026.06.04","A1","","2026.06.04","https://www.nicerating.com/"
"부산항만공사","","","한국신용평가","AAA","안정적","2026.06.02","A1","","2026.06.04","https://www.kisrating.com/"
"비바리퍼블리카","","","NICE신용평가","","","","A2","","2026.04.23","https://www.nicerating.com/"
"비씨카드","","","NICE신용평가","AA+","안정적","2026.06.30","A1","","2026.06.30","https://www.nicerating.com/"
"비씨카드(주)","","","한국신용평가","AA+","안정적","2026.06.30","A1","","2026.06.30","https://www.kisrating.com/"
"비에스한양","","","NICE신용평가","","","","A3+","","2026.06.23","https://www.nicerating.com/"
"비엔케이저축은행","","","NICE신용평가","A","","","","","","https://www.nicerating.com/"
"비엔케이캐피탈","","","NICE신용평가","AA-","안정적","2026.06.23","A1","","2026.05.21","https://www.nicerating.com/"
"비엔케이캐피탈(주)","","","한국신용평가","AA-","안정적","2026.06.23","A1","","2026.04.24","https://www.kisrating.com/"
"비엔케이투자증권","","","NICE신용평가","A+","안정적","2026.06.15","A1","","2026.06.15","https://www.nicerating.com/"
"빅바이트컴퍼니","","","NICE신용평가","","","","A1보증","","2026.06.18","https://www.nicerating.com/"
"빙그레","","","NICE신용평가","AA-","안정적","2026.06.23","","","","https://www.nicerating.com/"
"산은캐피탈","","","NICE신용평가","AA-","안정적","2026.06.30","A1","","2026.04.27","https://www.nicerating.com/"
"산은캐피탈(주)","","","한국신용평가","AA-","안정적","2026.06.30","A1","","2026.04.27","https://www.kisrating.com/"
"삼광","","","NICE신용평가","BB-","안정적","2026.06.30","","","","https://www.nicerating.com/"
"삼립","","","NICE신용평가","A+","안정적","2026.05.14","","","","https://www.nicerating.com/"
"삼성물산","","","NICE신용평가","AA+","안정적","2026.04.15","A1","","2026.04.15","https://www.nicerating.com/"
"삼성물산(주)","","","한국신용평가","AA+","안정적","2026.04.22","","","","https://www.kisrating.com/"
"삼성바이오로직스","","","NICE신용평가","AA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"삼성바이오로직스(주)","","","한국신용평가","AA","안정적","2026.06.25","","","","https://www.kisrating.com/"
"삼성에프엔위탁관리부동산투자회사","","","NICE신용평가","A+","안정적","2026.01.27","","","","https://www.nicerating.com/"
"삼성중공업(주)","","","한국신용평가","A-","긍정적","2026.06.01","A2-","","2026.06.01","https://www.kisrating.com/"
"삼성증권","","","NICE신용평가","AA+","안정적","2026.06.08","A1","","2026.06.08","https://www.nicerating.com/"
"삼성증권(주)","","","한국신용평가","AA+","안정적","2026.06.19","","","","https://www.kisrating.com/"
"삼성카드","","","NICE신용평가","AA+","안정적","2026.06.30","A1","","2026.05.29","https://www.nicerating.com/"
"삼성카드(주)","","","한국신용평가","AA+","안정적","2026.06.30","A1","","2026.05.29","https://www.kisrating.com/"
"삼양사","","","NICE신용평가","AA-","안정적","2026.03.30","A1","","2026.03.30","https://www.nicerating.com/"
"삼양식품","","","NICE신용평가","AA-","안정적","2026.04.03","","","","https://www.nicerating.com/"
"삼양식품(주)","","","한국신용평가","AA-","안정적","2026.04.03","","","","https://www.kisrating.com/"
"삼척블루파워(주)","","","한국신용평가","A+","안정적","2026.04.28","","","","https://www.kisrating.com/"
"삼천리","","","NICE신용평가","AA+","안정적","2026.05.13","A1","","2026.05.13","https://www.nicerating.com/"
"상미당홀딩스","","","NICE신용평가","","","","A1보증","","2026.04.20","https://www.nicerating.com/"
"상상인증권","","","NICE신용평가","","","","A3","","2026.06.22","https://www.nicerating.com/"
"상호저축은행중앙회","","","한국신용평가","AA+","안정적","2026.06.26","","","","https://www.kisrating.com/"
"서영이앤티(주)","","","한국신용평가","BBB+","안정적","2026.07.06","","","","https://www.kisrating.com/"
"서울교통공사","","","NICE신용평가","AAA","안정적","2026.05.26","A1","","2026.05.26","https://www.nicerating.com/"
"서울교통공사","","","한국신용평가","AAA","안정적","2026.06.30","","","","https://www.kisrating.com/"
"서울보증보험","","","NICE신용평가","AAA","","","","","","https://www.nicerating.com/"
"서울주택도시개발공사","","","NICE신용평가","AAA","안정적","2026.06.04","A1","","2026.06.04","https://www.nicerating.com/"
"서울주택도시개발공사","","","한국신용평가","AAA","안정적","2026.06.04","","","","https://www.kisrating.com/"
"서흥","","","NICE신용평가","A-","안정적","2026.06.15","","","","https://www.nicerating.com/"
"서희건설","","","NICE신용평가","BBB+","","","A3+","","2026.06.22","https://www.nicerating.com/"
"성담","","","NICE신용평가","","","","A1보증","","2026.06.10","https://www.nicerating.com/"
"성담솔트베이","","","NICE신용평가","","","","A1보증","","2026.04.20","https://www.nicerating.com/"
"세기상사(주)","","","한국신용평가","","","","A1","","2026.05.22","https://www.kisrating.com/"
"세방","","","NICE신용평가","","","","A1보증","","2026.04.15","https://www.nicerating.com/"
"세아베스틸","","","NICE신용평가","A+","안정적","2026.06.19","A2+","","2026.06.19","https://www.nicerating.com/"
"세아베스틸지주","","","NICE신용평가","A+","안정적","2026.06.19","","","","https://www.nicerating.com/"
"세아엠앤에스","","","NICE신용평가","","","","A1보증","","2026.06.16","https://www.nicerating.com/"
"세아제강","","","NICE신용평가","A+","안정적","2026.06.10","","","","https://www.nicerating.com/"
"세아제강지주","","","NICE신용평가","A","안정적","2026.06.10","A2","","2026.06.10","https://www.nicerating.com/"
"세아창원특수강","","","NICE신용평가","","","","A2+","","2026.03.27","https://www.nicerating.com/"
"세아홀딩스","","","NICE신용평가","A","안정적","2026.06.19","A2","","2026.06.19","https://www.nicerating.com/"
"세일","","","NICE신용평가","BB","안정적","2026.06.17","","","","https://www.nicerating.com/"
"세종도시교통공사","","","NICE신용평가","AA+","안정적","2026.05.08","","","","https://www.nicerating.com/"
"세종도시교통공사","","","한국신용평가","AA+","안정적","2026.06.24","","","","https://www.kisrating.com/"
"송원산업(주)","","","한국신용평가","A","안정적","2026.05.29","","","","https://www.kisrating.com/"
"수산업협동조합중앙회","","","NICE신용평가","AAA","안정적","2026.06.15","","","","https://www.nicerating.com/"
"수산업협동조합중앙회","","","한국신용평가","AAA","안정적","2026.06.15","","","","https://www.kisrating.com/"
"수협은행","","","NICE신용평가","AAA","안정적","2026.05.20","","","","https://www.nicerating.com/"
"수협은행","","","한국신용평가","AAA","안정적","2026.05.13","","","","https://www.kisrating.com/"
"신성약품(주)","","","한국신용평가","BB-","안정적","2026.05.06","","","","https://www.kisrating.com/"
"신세계","","","NICE신용평가","AA","안정적","2026.05.18","A1","","2026.05.18","https://www.nicerating.com/"
"신세계건설","","","NICE신용평가","","","","A2-","","2026.06.24","https://www.nicerating.com/"
"신세계디에프","","","NICE신용평가","AAA","안정적","2026.06.24","A2+","","2026.06.24","https://www.nicerating.com/"
"신세계사이먼","","","NICE신용평가","A+","","","","","","https://www.nicerating.com/"
"신세계푸드","","","NICE신용평가","A+","안정적","2026.06.11","","","","https://www.nicerating.com/"
"신영부동산신탁(주)","","","한국신용평가","BBB","안정적","2025.11.27","","","","https://www.kisrating.com/"
"신영증권","","","NICE신용평가","AA-","","","","","","https://www.nicerating.com/"
"신영증권(주)","","","한국신용평가","AA-","안정적","2026.06.05","A1","","2026.03.25","https://www.kisrating.com/"
"신한금융지주회사","","","NICE신용평가","AAA","안정적","2026.06.24","A1","","2026.06.29","https://www.nicerating.com/"
"신한라이프생명보험","","","NICE신용평가","AAA","안정적","2026.05.12","","","","https://www.nicerating.com/"
"신한은행","","","NICE신용평가","AAA","안정적","2026.06.30","","","","https://www.nicerating.com/"
"신한자산신탁(주)","","","한국신용평가","A-","부정적","2026.05.22","A2-","","2026.05.22","https://www.kisrating.com/"
"신한저축은행","","","NICE신용평가","A","","","","","","https://www.nicerating.com/"
"신한카드","","","NICE신용평가","AA+","안정적","2026.06.30","A1","","2026.05.29","https://www.nicerating.com/"
"신한카드(주)","","","한국신용평가","AA+","안정적","2026.06.30","A1","","2026.05.29","https://www.kisrating.com/"
